,user_id,user_url,sentiment_analysis,posted,item_id,recommend
9191,76561198078072214,http://steamcommunity.com/profiles/76561198078072214,2,2014-04-23,222900,1
9192,godblazeyou,http://steamcommunity.com/id/godblazeyou,2,2014-03-19,209160,1
9195,76561198071482754,http://steamcommunity.com/profiles/76561198071482754,2,NaT,294100,1
9196,76561198084051373,http://steamcommunity.com/profiles/76561198084051373,2,2015-01-30,4000,1
9202,76561198180009299,http://steamcommunity.com/profiles/76561198180009299,2,2015-07-16,346110,0
9206,76561198091128519,http://steamcommunity.com/profiles/76561198091128519,2,2014-06-26,440,1
9209,BleachedBatman,http://steamcommunity.com/id/BleachedBatman,2,2013-12-04,211820,1
9211,76561198068339167,http://steamcommunity.com/profiles/76561198068339167,2,NaT,496300,0
9212,MrRoyalRhino,http://steamcommunity.com/id/MrRoyalRhino,2,2014-04-07,211820,1
9213,76561198082494813,http://steamcommunity.com/profiles/76561198082494813,2,2014-11-18,211820,1
9214,BlindR3alm,http://steamcommunity.com/id/BlindR3alm,2,NaT,342550,1
9216,ooblinkoo,http://steamcommunity.com/id/ooblinkoo,2,2014-06-28,260510,0
9218,BlippX1,http://steamcommunity.com/id/BlippX1,2,2015-11-27,377160,1
9221,76561198066905830,http://steamcommunity.com/profiles/76561198066905830,2,NaT,427730,1
9223,BeyondBlitz,http://steamcommunity.com/id/BeyondBlitz,2,NaT,17390,1
9229,76561198077518891,http://steamcommunity.com/profiles/76561198077518891,0,NaT,48700,1
9230,Blood_and_Bone,http://steamcommunity.com/id/Blood_and_Bone,2,2015-03-24,51100,0
9238,Bloodknight132,http://steamcommunity.com/id/Bloodknight132,0,2014-06-25,265630,1
9241,empoleous,http://steamcommunity.com/id/empoleous,2,2015-10-05,225140,1
9242,bloodspilla,http://steamcommunity.com/id/bloodspilla,2,2015-03-02,323470,1
9248,bloodtank,http://steamcommunity.com/id/bloodtank,2,NaT,412740,1
9249,bloodyjak,http://steamcommunity.com/id/bloodyjak,1,2014-09-27,211420,1
9255,chargae,http://steamcommunity.com/id/chargae,2,NaT,440,1
9256,blue76gaming,http://steamcommunity.com/id/blue76gaming,2,2015-03-23,270490,1
9258,BACONNOMNOM,http://steamcommunity.com/id/BACONNOMNOM,2,2015-03-27,21690,1
9260,ClaireBunny,http://steamcommunity.com/id/ClaireBunny,2,2015-07-02,72850,1
9261,sw00dd00d,http://steamcommunity.com/id/sw00dd00d,2,2014-01-14,236090,1
9262,76561198070262563,http://steamcommunity.com/profiles/76561198070262563,2,2015-05-21,313120,1
9263,BlueYuY,http://steamcommunity.com/id/BlueYuY,2,2015-06-06,252490,1
9268,BlueDragonOfficial,http://steamcommunity.com/id/BlueDragonOfficial,0,NaT,330820,1
9275,76561198042163355,http://steamcommunity.com/profiles/76561198042163355,2,2013-12-12,24010,1
9282,BLueKangaRoO,http://steamcommunity.com/id/BLueKangaRoO,2,NaT,730,1
9283,blupear,http://steamcommunity.com/id/blupear,2,2014-03-01,244930,1
9284,Tayloki,http://steamcommunity.com/id/Tayloki,2,2015-04-20,344760,1
9285,76561198101689269,http://steamcommunity.com/profiles/76561198101689269,2,2014-04-16,243870,1
9287,76561198080194046,http://steamcommunity.com/profiles/76561198080194046,2,2015-07-15,440,1
9288,Bluewolf279,http://steamcommunity.com/id/Bluewolf279,2,2015-07-10,244850,1
9290,TheOnlyBluey,http://steamcommunity.com/id/TheOnlyBluey,2,2015-03-17,34900,1
9291,TheFakeLeafy,http://steamcommunity.com/id/TheFakeLeafy,2,2014-12-08,265630,1
9293,76561198125535440,http://steamcommunity.com/profiles/76561198125535440,2,2015-06-06,440,1
9294,BluTak,http://steamcommunity.com/id/BluTak,2,2014-05-07,230410,1
9296,akmale,http://steamcommunity.com/id/akmale,2,2014-02-12,230410,1
9298,DjPhoon,http://steamcommunity.com/id/DjPhoon,2,2013-03-23,4000,1
9301,76561198060068927,http://steamcommunity.com/profiles/76561198060068927,0,2014-03-02,222880,1
9302,boaty7_3_21,http://steamcommunity.com/id/boaty7_3_21,2,2015-12-02,418340,1
9304,mlgfolkie,http://steamcommunity.com/id/mlgfolkie,2,NaT,413150,1
9306,mini_guy1,http://steamcommunity.com/id/mini_guy1,2,2015-12-21,377160,1
9310,kaiqueszan,http://steamcommunity.com/id/kaiqueszan,2,NaT,252950,1
9312,76561198062378132,http://steamcommunity.com/profiles/76561198062378132,2,NaT,324310,1
9313,rooneywatson,http://steamcommunity.com/id/rooneywatson,0,2015-06-22,238460,1
9317,76561198095184401,http://steamcommunity.com/profiles/76561198095184401,2,2015-05-10,265930,1
9320,WhyAreYouGoingOnToMyProfile,http://steamcommunity.com/id/WhyAreYouGoingOnToMyProfile,2,NaT,227940,0
9323,blakey700,http://steamcommunity.com/id/blakey700,0,NaT,440,0
9326,76561198055117884,http://steamcommunity.com/profiles/76561198055117884,2,2015-11-19,384300,1
9328,76561198051623381,http://steamcommunity.com/profiles/76561198051623381,2,2014-04-26,234490,1
9330,76561198044745022,http://steamcommunity.com/profiles/76561198044745022,2,NaT,45760,1
9331,76561198058495935,http://steamcommunity.com/profiles/76561198058495935,0,NaT,275850,0
9332,KotomiBestCharacter,http://steamcommunity.com/id/KotomiBestCharacter,2,2014-07-07,295730,1
9335,Bogers69,http://steamcommunity.com/id/Bogers69,2,NaT,208650,1
9338,nbohlsen,http://steamcommunity.com/id/nbohlsen,2,2014-01-05,208140,1
9342,GreasyGreg,http://steamcommunity.com/id/GreasyGreg,2,2015-01-06,570,1
9344,boldboulder,http://steamcommunity.com/id/boldboulder,2,2015-06-14,730,1
9345,blTaaaa,http://steamcommunity.com/id/blTaaaa,2,2015-07-01,730,1
9346,76561198047613547,http://steamcommunity.com/profiles/76561198047613547,2,2013-01-12,22380,1
9347,BomberThink,http://steamcommunity.com/id/BomberThink,2,2013-11-25,233840,1
9349,GOFUCKYOURSELFYOULILCUNT,http://steamcommunity.com/id/GOFUCKYOURSELFYOULILCUNT,2,2015-10-10,324080,1
9352,76561198064582506,http://steamcommunity.com/profiles/76561198064582506,2,2014-08-01,226700,0
9357,friarfuck,http://steamcommunity.com/id/friarfuck,2,2014-10-01,244850,1
9365,76561198092373642,http://steamcommunity.com/profiles/76561198092373642,2,2015-01-30,226700,0
9366,scrubnauts_,http://steamcommunity.com/id/scrubnauts_,2,2014-11-14,219740,1
9368,76561198083799893,http://steamcommunity.com/profiles/76561198083799893,2,2015-07-28,730,1
9370,76561198094161460,http://steamcommunity.com/profiles/76561198094161460,2,2013-06-27,42910,1
9371,76561198061172661,http://steamcommunity.com/profiles/76561198061172661,2,2014-06-12,4000,1
9373,POOFTARINO,http://steamcommunity.com/id/POOFTARINO,2,2014-05-31,252490,1
9379,ToadHog,http://steamcommunity.com/id/ToadHog,0,NaT,440,1
9380,76561198069183109,http://steamcommunity.com/profiles/76561198069183109,0,2014-02-12,32800,1
9381,76561198051264518,http://steamcommunity.com/profiles/76561198051264518,0,2014-02-15,7670,1
9383,giveyouagoodlink,http://steamcommunity.com/id/giveyouagoodlink,2,2015-09-01,244590,1
9385,Vri404,http://steamcommunity.com/id/Vri404,2,2013-12-12,2700,1
9389,GN1,http://steamcommunity.com/id/GN1,1,NaT,418070,1
9393,76561198121814642,http://steamcommunity.com/profiles/76561198121814642,2,2015-05-07,6020,1
9395,gamername13,http://steamcommunity.com/id/gamername13,2,2015-01-30,252490,1
9397,hemphill,http://steamcommunity.com/id/hemphill,2,2013-12-27,24240,1
9398,BowdeyThomas,http://steamcommunity.com/id/BowdeyThomas,2,NaT,440,1
9399,bowedstar,http://steamcommunity.com/id/bowedstar,2,2013-12-25,99900,1
9404,76561198098657376,http://steamcommunity.com/profiles/76561198098657376,2,2015-12-23,303210,1
9405,bow47,http://steamcommunity.com/id/bow47,2,NaT,241540,1
9415,76561198009636321,http://steamcommunity.com/profiles/76561198009636321,0,2015-08-10,207140,0
9416,numlach,http://steamcommunity.com/id/numlach,2,2015-12-01,440,1
9417,BoxMatrix,http://steamcommunity.com/id/BoxMatrix,2,2013-12-20,207610,1
9418,76561198057803852,http://steamcommunity.com/profiles/76561198057803852,2,2015-05-13,570,1
9419,76561198108079787,http://steamcommunity.com/profiles/76561198108079787,2,NaT,311210,1
9423,76561197972384083,http://steamcommunity.com/profiles/76561197972384083,2,2013-12-06,49520,1
9424,12345678901234567890123456567890,http://steamcommunity.com/id/12345678901234567890123456567890,2,2015-05-14,226860,1
9431,76561198058324609,http://steamcommunity.com/profiles/76561198058324609,2,2015-06-05,363970,1
9433,SDAFAWRFGRSEG,http://steamcommunity.com/id/SDAFAWRFGRSEG,2,2014-06-21,730,1
9436,76561198073933737,http://steamcommunity.com/profiles/76561198073933737,2,2014-10-05,440,1
9437,brat81,http://steamcommunity.com/id/brat81,0,2012-06-30,12430,1
9442,bravebird1932,http://steamcommunity.com/id/bravebird1932,2,2015-05-10,323370,1
9443,76561198070070375,http://steamcommunity.com/profiles/76561198070070375,2,NaT,394360,1
9445,brdzi,http://steamcommunity.com/id/brdzi,2,NaT,412880,1
9448,suk_my_dik,http://steamcommunity.com/id/suk_my_dik,2,2014-09-15,440,1
9449,76561198045946517,http://steamcommunity.com/profiles/76561198045946517,2,2015-12-11,570,1
9451,DopeOxide,http://steamcommunity.com/id/DopeOxide,2,2015-08-29,388520,0
9452,76561198084697240,http://steamcommunity.com/profiles/76561198084697240,2,2015-10-03,381120,1
9461,76561198051897386,http://steamcommunity.com/profiles/76561198051897386,2,NaT,319630,1
9462,76561198053916134,http://steamcommunity.com/profiles/76561198053916134,0,2013-12-27,247730,0
9464,Jetforce120,http://steamcommunity.com/id/Jetforce120,2,NaT,255710,1
9465,Brendomir,http://steamcommunity.com/id/Brendomir,2,2013-03-26,230410,1
9471,Thatonecuntwiththeprofileandshit,http://steamcommunity.com/id/Thatonecuntwiththeprofileandshit,2,2014-07-08,730,1
9472,76561198048246554,http://steamcommunity.com/profiles/76561198048246554,2,NaT,386360,0
9474,76561198069400418,http://steamcommunity.com/profiles/76561198069400418,2,2013-12-25,242050,1
9475,76561197996426485,http://steamcommunity.com/profiles/76561197996426485,2,2014-10-17,241930,1
9477,The-Party,http://steamcommunity.com/id/The-Party,2,2015-12-15,34900,1
9481,janope,http://steamcommunity.com/id/janope,0,2014-07-10,730,1
9483,76561198066638492,http://steamcommunity.com/profiles/76561198066638492,2,2014-06-06,211820,1
9485,rainbowducklings4lyf,http://steamcommunity.com/id/rainbowducklings4lyf,2,2014-06-13,107100,1
9486,76561198095920833,http://steamcommunity.com/profiles/76561198095920833,2,2015-02-24,730,1
9493,76561198097758931,http://steamcommunity.com/profiles/76561198097758931,2,2015-06-21,730,1
9494,BABBYMAN,http://steamcommunity.com/id/BABBYMAN,0,2015-03-13,211420,1
9496,Brocolie8,http://steamcommunity.com/id/Brocolie8,2,2015-03-31,730,1
9500,kingholica,http://steamcommunity.com/id/kingholica,2,2014-05-24,107410,1
9501,BrodyL12,http://steamcommunity.com/id/BrodyL12,0,2013-11-28,227680,0
9510,Brojomojo,http://steamcommunity.com/id/Brojomojo,2,2014-06-20,265930,1
9512,76561198063199558,http://steamcommunity.com/profiles/76561198063199558,2,2014-02-15,440,1
9516,hfoxy,http://steamcommunity.com/id/hfoxy,2,2015-06-12,219640,1
9520,76561198055070495,http://steamcommunity.com/profiles/76561198055070495,0,2015-06-27,346900,1
9522,Bronx9146,http://steamcommunity.com/id/Bronx9146,2,2013-07-29,34330,1
9524,76561198108132163,http://steamcommunity.com/profiles/76561198108132163,0,2015-08-03,570,0
9526,76561198088416466,http://steamcommunity.com/profiles/76561198088416466,2,NaT,383080,1
9528,broxce,http://steamcommunity.com/id/broxce,2,2013-06-04,620,1
9530,brsajo,http://steamcommunity.com/id/brsajo,2,2015-12-23,391540,1
9531,xtomx_freedom,http://steamcommunity.com/id/xtomx_freedom,2,2014-06-07,63380,1
9538,76561198041149604,http://steamcommunity.com/profiles/76561198041149604,2,2015-04-21,203160,1
9540,76561198028042361,http://steamcommunity.com/profiles/76561198028042361,2,2013-11-28,570,1
9541,bryan4085,http://steamcommunity.com/id/bryan4085,2,2014-04-26,207230,1
9545,76561198052831153,http://steamcommunity.com/profiles/76561198052831153,2,2014-05-19,221100,1
9554,76561198060429887,http://steamcommunity.com/profiles/76561198060429887,0,2015-01-28,72850,1
9558,btz2020,http://steamcommunity.com/id/btz2020,2,2015-12-05,105600,1
9560,76561198079705633,http://steamcommunity.com/profiles/76561198079705633,0,NaT,220,1
9566,76561198085144241,http://steamcommunity.com/profiles/76561198085144241,2,2014-05-14,440,1
9567,76561198069465728,http://steamcommunity.com/profiles/76561198069465728,2,2015-08-05,252950,1
9569,budgiethesmuggler,http://steamcommunity.com/id/budgiethesmuggler,2,2015-01-28,313120,1
9572,76561198081938549,http://steamcommunity.com/profiles/76561198081938549,2,2015-03-20,233450,1
9573,budniak1,http://steamcommunity.com/id/budniak1,2,2014-09-21,304930,1
9574,bRNSHITUP,http://steamcommunity.com/id/bRNSHITUP,2,2015-05-02,730,1
9575,tinbgr,http://steamcommunity.com/id/tinbgr,2,2015-01-25,252490,1
9580,Unclehamisawesome,http://steamcommunity.com/id/Unclehamisawesome,0,2015-08-07,730,1
9583,76561198042779835,http://steamcommunity.com/profiles/76561198042779835,2,NaT,276810,1
9584,coolvibesandchill,http://steamcommunity.com/id/coolvibesandchill,2,2013-11-30,200510,1
9594,76561198044036045,http://steamcommunity.com/profiles/76561198044036045,2,NaT,275850,0
9595,76561198047418653,http://steamcommunity.com/profiles/76561198047418653,2,NaT,281990,1
9596,bunnty,http://steamcommunity.com/id/bunnty,1,2014-07-24,570,1
9598,Catch_Twenty_Two,http://steamcommunity.com/id/Catch_Twenty_Two,1,2015-04-04,440,1
9599,76561197986144369,http://steamcommunity.com/profiles/76561197986144369,2,2015-09-04,291480,0
9601,epicnugg,http://steamcommunity.com/id/epicnugg,2,2013-12-28,215470,1
9602,76561198123879774,http://steamcommunity.com/profiles/76561198123879774,2,2015-08-16,220240,1
9603,76561198051103556,http://steamcommunity.com/profiles/76561198051103556,2,2014-08-07,570,1
9604,lobbie,http://steamcommunity.com/id/lobbie,2,NaT,375950,1
9606,76561198026959699,http://steamcommunity.com/profiles/76561198026959699,0,2015-04-05,319510,1
9607,76561198019652792,http://steamcommunity.com/profiles/76561198019652792,0,NaT,381210,0
9608,Hogia,http://steamcommunity.com/id/Hogia,2,2015-11-17,237930,1
9609,76561198029846088,http://steamcommunity.com/profiles/76561198029846088,2,NaT,34900,1
9610,76561198072734711,http://steamcommunity.com/profiles/76561198072734711,0,2015-04-01,440,1
9613,MEDSBUMM,http://steamcommunity.com/id/MEDSBUMM,2,2015-05-01,211420,1
9614,12779,http://steamcommunity.com/id/12779,2,NaT,236850,1
9619,76561198085183243,http://steamcommunity.com/profiles/76561198085183243,2,NaT,230410,1
9620,76561198110404008,http://steamcommunity.com/profiles/76561198110404008,2,NaT,252950,1
9621,8947513,http://steamcommunity.com/id/8947513,2,2013-05-26,440,1
9622,nukep,http://steamcommunity.com/id/nukep,0,2014-03-06,94400,1
9623,byrxn,http://steamcommunity.com/id/byrxn,2,NaT,366844,0
9630,76561198080278106,http://steamcommunity.com/profiles/76561198080278106,2,2014-05-29,252490,1
9631,timtam012,http://steamcommunity.com/id/timtam012,2,2014-10-20,24240,1
9639,whatiyatalkinabeet,http://steamcommunity.com/id/whatiyatalkinabeet,2,NaT,730,1
9640,76561198055359584,http://steamcommunity.com/profiles/76561198055359584,2,2014-01-10,4760,1
9641,76561198076514521,http://steamcommunity.com/profiles/76561198076514521,2,2013-12-17,200210,1
9642,76561198070677367,http://steamcommunity.com/profiles/76561198070677367,0,2015-10-20,730,1
9643,Cactus_Chaos,http://steamcommunity.com/id/Cactus_Chaos,2,2014-08-15,304930,1
9644,cade51,http://steamcommunity.com/id/cade51,2,2014-10-03,105600,1
9645,76561197991548126,http://steamcommunity.com/profiles/76561197991548126,0,NaT,232090,0
9646,76561198055723928,http://steamcommunity.com/profiles/76561198055723928,2,2014-06-22,230410,1
9647,76561198051064887,http://steamcommunity.com/profiles/76561198051064887,2,2014-11-25,620,1
9648,76561198042411838,http://steamcommunity.com/profiles/76561198042411838,2,NaT,730,1
9658,Calesti,http://steamcommunity.com/id/Calesti,2,2013-09-11,239820,1
9660,doyouevensmokeweed,http://steamcommunity.com/id/doyouevensmokeweed,0,2015-04-07,250340,0
9670,76561198060459268,http://steamcommunity.com/profiles/76561198060459268,2,NaT,381210,0
9673,APCameron,http://steamcommunity.com/id/APCameron,2,2014-02-17,730,1
9674,cameroondormer,http://steamcommunity.com/id/cameroondormer,2,NaT,252950,1
9675,lestrepo,http://steamcommunity.com/id/lestrepo,2,2014-05-02,4000,1
9676,camjker,http://steamcommunity.com/id/camjker,0,NaT,4000,1
9679,76561198068177117,http://steamcommunity.com/profiles/76561198068177117,2,2014-06-20,219150,1
9680,76561198089135179,http://steamcommunity.com/profiles/76561198089135179,2,2015-06-12,301520,1
9682,76561198023634778,http://steamcommunity.com/profiles/76561198023634778,2,2014-12-21,730,1
9684,76561198028249774,http://steamcommunity.com/profiles/76561198028249774,2,NaT,319630,1
9685,NetherCasts,http://steamcommunity.com/id/NetherCasts,2,NaT,4000,1
9688,Canda,http://steamcommunity.com/id/Canda,2,2015-12-13,570,1
9690,DemonRainDrops,http://steamcommunity.com/id/DemonRainDrops,2,2014-08-29,242570,1
9693,76561198045591656,http://steamcommunity.com/profiles/76561198045591656,2,NaT,345180,1
9695,vitorgamer115,http://steamcommunity.com/id/vitorgamer115,2,NaT,200210,0
9696,Spitfire182GE,http://steamcommunity.com/id/Spitfire182GE,2,2013-11-30,214950,1
9703,thfbgfsbgfbgfbgfsbgbffb,http://steamcommunity.com/id/thfbgfsbgfbgfbgfsbgbffb,2,NaT,314160,1
9705,L4MZBOO_DoniDass1112,http://steamcommunity.com/id/L4MZBOO_DoniDass1112,2,NaT,8870,1
9714,SuchDogeMuchWoW,http://steamcommunity.com/id/SuchDogeMuchWoW,2,2014-07-19,550,1
9718,mumbo3352,http://steamcommunity.com/id/mumbo3352,2,2014-01-08,440,1
9719,brawlisforwii,http://steamcommunity.com/id/brawlisforwii,2,2014-03-06,240,1
9723,76561198069758759,http://steamcommunity.com/profiles/76561198069758759,2,2015-12-15,393420,1
9732,TheAmazingSpot,http://steamcommunity.com/id/TheAmazingSpot,2,2015-06-17,730,1
9736,5554Grovesy,http://steamcommunity.com/id/5554Grovesy,2,2013-09-25,236390,1
9740,GimmedatUnusual,http://steamcommunity.com/id/GimmedatUnusual,2,NaT,268500,1
9746,captainmehico,http://steamcommunity.com/id/captainmehico,2,2014-06-06,620,1
9748,76561198074558199,http://steamcommunity.com/profiles/76561198074558199,2,2013-11-20,238960,1
9749,Rectzonic,http://steamcommunity.com/id/Rectzonic,2,2014-08-09,200940,0
9750,thaSaltyestOfCaptains,http://steamcommunity.com/id/thaSaltyestOfCaptains,2,2014-08-14,236430,1
9751,76561198024305714,http://steamcommunity.com/profiles/76561198024305714,0,2014-07-01,238320,1
9752,CapSpook,http://steamcommunity.com/id/CapSpook,2,2014-12-28,22300,1
9755,76561198024310116,http://steamcommunity.com/profiles/76561198024310116,0,2014-12-05,34900,0
9765,funnyfantom,http://steamcommunity.com/id/funnyfantom,2,NaT,236110,1
9766,thejotang,http://steamcommunity.com/id/thejotang,2,2015-11-01,221100,0
9771,76561198073297020,http://steamcommunity.com/profiles/76561198073297020,2,2015-04-06,219150,1
9772,76561198066118331,http://steamcommunity.com/profiles/76561198066118331,2,2015-06-13,292030,1
9776,CapCheeze,http://steamcommunity.com/id/CapCheeze,0,NaT,496920,1
9781,captainfez,http://steamcommunity.com/id/captainfez,2,2015-04-05,297350,1
9783,76561198219780653,http://steamcommunity.com/profiles/76561198219780653,2,NaT,310380,1
9785,76561198138045913,http://steamcommunity.com/profiles/76561198138045913,2,2015-09-08,208090,0
9790,Hobo_Ed,http://steamcommunity.com/id/Hobo_Ed,2,2015-04-13,4000,1
9793,76561198083390406,http://steamcommunity.com/profiles/76561198083390406,2,2015-12-11,239140,1
9794,SteamPunkDude227,http://steamcommunity.com/id/SteamPunkDude227,2,2014-06-21,440,1
9797,jskode,http://steamcommunity.com/id/jskode,2,2013-11-25,218230,1
9798,carlo123100,http://steamcommunity.com/id/carlo123100,2,NaT,304050,0
9799,carlixx766,http://steamcommunity.com/id/carlixx766,2,2014-12-12,205100,1
9800,76561198046431850,http://steamcommunity.com/profiles/76561198046431850,2,2015-02-11,304930,1
9805,Carlos926,http://steamcommunity.com/id/Carlos926,0,2014-02-28,17080,0
9809,f4fphoenix,http://steamcommunity.com/id/f4fphoenix,2,2014-04-28,242920,1
9810,76561198071509926,http://steamcommunity.com/profiles/76561198071509926,2,2013-12-30,72850,1
9812,76561198088974596,http://steamcommunity.com/profiles/76561198088974596,2,2015-08-08,252950,1
9813,76561198069737496,http://steamcommunity.com/profiles/76561198069737496,2,NaT,258700,1
9814,wcasagrande,http://steamcommunity.com/id/wcasagrande,2,NaT,271590,1
9815,76561198071755096,http://steamcommunity.com/profiles/76561198071755096,2,2014-01-21,105600,1
9817,76561198032651953,http://steamcommunity.com/profiles/76561198032651953,2,NaT,311310,0
9822,tomas13a,http://steamcommunity.com/id/tomas13a,2,2015-02-19,258520,1
9825,76561198044224232,http://steamcommunity.com/profiles/76561198044224232,2,2014-02-14,24200,1
9826,krittabun,http://steamcommunity.com/id/krittabun,2,2014-01-10,252490,1
9827,CatKawaii,http://steamcommunity.com/id/CatKawaii,2,2013-11-26,440,1
9828,cazaman11,http://steamcommunity.com/id/cazaman11,2,NaT,427270,1
9830,76561198079652562,http://steamcommunity.com/profiles/76561198079652562,2,2014-12-20,305620,1
9831,CB0ng,http://steamcommunity.com/id/CB0ng,0,NaT,730,1
9835,76561198059899740,http://steamcommunity.com/profiles/76561198059899740,2,2013-12-26,24200,1
9836,76561198054131489,http://steamcommunity.com/profiles/76561198054131489,2,2015-05-06,367670,1
9840,CCP115,http://steamcommunity.com/id/CCP115,2,2012-06-16,440,1
9841,76561198090431959,http://steamcommunity.com/profiles/76561198090431959,2,2014-03-08,35140,1
9844,76561198054767146,http://steamcommunity.com/profiles/76561198054767146,2,2014-08-13,4570,1
9849,76561198081434413,http://steamcommunity.com/profiles/76561198081434413,2,2014-09-22,236430,1
9850,centor111,http://steamcommunity.com/id/centor111,2,2014-01-17,252490,1
9852,Lord_Marius,http://steamcommunity.com/id/Lord_Marius,2,2014-12-18,236390,1
9853,FinalBreakers,http://steamcommunity.com/id/FinalBreakers,2,2014-10-19,218620,1
9855,ClickOnThisLinkToAddMe,http://steamcommunity.com/id/ClickOnThisLinkToAddMe,2,2013-12-27,55230,1
9858,Chinnigan,http://steamcommunity.com/id/Chinnigan,2,NaT,393380,1
9862,dannysfatass,http://steamcommunity.com/id/dannysfatass,2,2015-11-14,322330,1
9872,jbbuena,http://steamcommunity.com/id/jbbuena,0,2013-10-28,238960,1
9874,76561198072431907,http://steamcommunity.com/profiles/76561198072431907,2,2013-12-06,212480,1
9875,Ch3nst3r,http://steamcommunity.com/id/Ch3nst3r,2,2015-03-26,261640,1
9876,76561198087135044,http://steamcommunity.com/profiles/76561198087135044,2,NaT,218620,0
9879,10101010101010109,http://steamcommunity.com/id/10101010101010109,2,2014-12-15,244850,1
9880,thepedrochamp,http://steamcommunity.com/id/thepedrochamp,2,2015-01-23,250900,1
9882,auschandler,http://steamcommunity.com/id/auschandler,2,2013-11-26,40100,1
9889,changingmags,http://steamcommunity.com/id/changingmags,2,2014-01-01,252490,1
9890,76561198026886919,http://steamcommunity.com/profiles/76561198026886919,2,2014-06-01,230410,1
9891,ChaoticRampage,http://steamcommunity.com/id/ChaoticRampage,2,2015-12-20,72850,1
9892,76561198054761819,http://steamcommunity.com/profiles/76561198054761819,2,2014-08-17,730,1
9893,Seralox,http://steamcommunity.com/id/Seralox,2,2015-02-13,440,1
9894,76561198033883963,http://steamcommunity.com/profiles/76561198033883963,2,2014-11-28,211420,0
9895,76561198057800009,http://steamcommunity.com/profiles/76561198057800009,2,NaT,285900,1
9896,76561198064600203,http://steamcommunity.com/profiles/76561198064600203,0,2015-12-23,49520,0
9898,BirdieZ,http://steamcommunity.com/id/BirdieZ,2,2015-06-15,333930,1
9899,topkeklord7,http://steamcommunity.com/id/topkeklord7,1,2014-11-23,51100,0
9908,76561198071117635,http://steamcommunity.com/profiles/76561198071117635,2,2014-04-05,8930,1
9909,djcharles02,http://steamcommunity.com/id/djcharles02,0,2015-08-04,730,1
9911,76561198039506014,http://steamcommunity.com/profiles/76561198039506014,2,2014-12-26,233250,0
9915,76561198088838638,http://steamcommunity.com/profiles/76561198088838638,2,2014-06-22,207140,1
9916,76561198042441420,http://steamcommunity.com/profiles/76561198042441420,2,2015-03-01,47870,1
9918,76561198062406902,http://steamcommunity.com/profiles/76561198062406902,2,2014-01-31,252490,1
9919,76561198072346840,http://steamcommunity.com/profiles/76561198072346840,2,2015-03-17,243870,1
9926,11925219096,http://steamcommunity.com/id/11925219096,2,2015-02-08,12210,1
9927,76561198064696304,http://steamcommunity.com/profiles/76561198064696304,2,NaT,221100,1
9928,pokeylegs,http://steamcommunity.com/id/pokeylegs,2,2012-07-12,440,1
9929,evankohgj,http://steamcommunity.com/id/evankohgj,2,2014-12-26,91310,1
9934,76561198081284814,http://steamcommunity.com/profiles/76561198081284814,2,2015-04-09,4000,1
9935,76561198044585909,http://steamcommunity.com/profiles/76561198044585909,2,2013-06-06,4000,1
9936,76561198093166360,http://steamcommunity.com/profiles/76561198093166360,2,2015-10-23,403190,1
9938,chiefnemes,http://steamcommunity.com/id/chiefnemes,2,2015-11-29,363970,1
9939,76561198091066992,http://steamcommunity.com/profiles/76561198091066992,2,2014-07-21,730,1
9940,76561198084705916,http://steamcommunity.com/profiles/76561198084705916,2,2015-03-12,274170,1
9941,76561198065949365,http://steamcommunity.com/profiles/76561198065949365,2,2015-11-24,252950,1
9942,buttmutt,http://steamcommunity.com/id/buttmutt,2,NaT,413410,1
9944,76561198075850578,http://steamcommunity.com/profiles/76561198075850578,2,2014-02-08,440,1
9945,76561198067285046,http://steamcommunity.com/profiles/76561198067285046,2,2015-12-04,423880,1
9950,chpmnksnpr,http://steamcommunity.com/id/chpmnksnpr,0,2014-10-06,304930,1
9951,Elchiruuuu114,http://steamcommunity.com/id/Elchiruuuu114,2,2014-01-03,207610,1
9952,420BlzeIT,http://steamcommunity.com/id/420BlzeIT,2,NaT,730,1
9953,76561198085916165,http://steamcommunity.com/profiles/76561198085916165,2,2014-07-17,22320,1
9956,76561197994404698,http://steamcommunity.com/profiles/76561197994404698,2,NaT,70,1
9964,chlamydiaabbo,http://steamcommunity.com/id/chlamydiaabbo,0,NaT,393380,1
9965,76561198092369007,http://steamcommunity.com/profiles/76561198092369007,2,2015-09-14,242920,1
9974,chocodude,http://steamcommunity.com/id/chocodude,2,2013-12-06,42910,1
9976,76561198058192790,http://steamcommunity.com/profiles/76561198058192790,2,2015-07-10,346110,1
9978,TempaDick,http://steamcommunity.com/id/TempaDick,2,NaT,233130,1
9982,76561197968205306,http://steamcommunity.com/profiles/76561197968205306,2,2014-02-09,49520,1
9983,Chopstar1,http://steamcommunity.com/id/Chopstar1,2,2014-07-06,218620,1
9984,76561198063765495,http://steamcommunity.com/profiles/76561198063765495,2,2015-06-15,4000,1
9985,DSvictory,http://steamcommunity.com/id/DSvictory,0,2015-09-06,346110,1
9988,barcafan835,http://steamcommunity.com/id/barcafan835,2,2013-12-06,205910,1
9992,Chri-SEX-iled,http://steamcommunity.com/id/Chri-SEX-iled,2,2014-12-20,105600,1
9993,ChrispyCertifiedAustralian,http://steamcommunity.com/id/ChrispyCertifiedAustralian,2,NaT,252950,1
